BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201701,18,1808,201701,18,1808,113002,675398,CALIFORNIA,6,2017,January,Flood,C,31,KINGS,HNX,18-JAN-17 18:08:00,PST-8,18-JAN-17 18:08:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,2.0,S,AVENAL,3.0,SSE,AVENAL,35.9778,-120.1255,35.9612,-120.1115,"A nearly stationary cold low pressure system from the Pacific Northwest moved into central California and tropical moisture being fed from the Pacific with a continued  atmospheric river set-up, brought thunderstorms and heavy rainfall to the Sierra Nevada Mountains and Foothills and parts of the San Joaquin Valley over several days. Small pea-sized hail was also reported with some of the thunderstorms.",California Highway Patrol reported a road closure due to roadway flooding on State Route 33.,CSV
201701,18,1909,201701,18,1909,113002,675399,CALIFORNIA,6,2017,January,Flood,C,47,MERCED,HNX,18-JAN-17 19:09:00,PST-8,18-JAN-17 19:09:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,2.0,NNE,WINTON,2.0,NE,WINTON,37.41,-120.6,37.4074,-120.5953,"A nearly stationary cold low pressure system from the Pacific Northwest moved into central California and tropical moisture being fed from the Pacific with a continued  atmospheric river set-up, brought thunderstorms and heavy rainfall to the Sierra Nevada Mountains and Foothills and parts of the San Joaquin Valley over several days. Small pea-sized hail was also reported with some of the thunderstorms.",California Highway Patrol reported roadway flooding on Mercedes Avenue and Shafer Road northeast of Winton.,CSV
201701,20,1032,201701,20,1032,113002,675400,CALIFORNIA,6,2017,January,Flood,C,47,MERCED,HNX,20-JAN-17 10:32:00,PST-8,20-JAN-17 10:32:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,3.0,N,SNELLING,4.0,N,SNELLING,37.57,-120.43,37.5767,-120.4194,"A nearly stationary cold low pressure system from the Pacific Northwest moved into central California and tropical moisture being fed from the Pacific with a continued  atmospheric river set-up, brought thunderstorms and heavy rainfall to the Sierra Nevada Mountains and Foothills and parts of the San Joaquin Valley over several days. Small pea-sized hail was also reported with some of the thunderstorms.",California Highway Patrol reported roadway flooding on La Grange Road near Fields Road north of Snelling.,CSV
201701,20,1108,201701,20,1108,113002,675401,CALIFORNIA,6,2017,January,Flood,C,29,KERN,HNX,20-JAN-17 11:08:00,PST-8,20-JAN-17 11:08:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,4.0,S,MONOLITH,4.0,WNW,CREAL,35.06,-118.36,35.0477,-118.3428,"A nearly stationary cold low pressure system from the Pacific Northwest moved into central California and tropical moisture being fed from the Pacific with a continued  atmospheric river set-up, brought thunderstorms and heavy rainfall to the Sierra Nevada Mountains and Foothills and parts of the San Joaquin Valley over several days. Small pea-sized hail was also reported with some of the thunderstorms.",California Highway Patrol reported roadway flooding on Tehachapi Willow Springs Road near Oak Creek Road southeast of Tehachapi.,CSV
201701,8,0,201701,9,37,111564,676613,CALIFORNIA,6,2017,January,Flood,C,7,BUTTE,STO,08-JAN-17 00:00:00,PST-8,09-JAN-17 00:37:00,0,0,0,0,0.00K,0.00K,Broadcast Media,,,Heavy Rain,,,,,,,,,1.0,NE,CHICO,1.0,NE,CHICO,39.74,-121.82,39.7384,-121.8188,"Two strong storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds.  The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers, mountain snow many feet deep, and numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression.  EF0 tornadoes were reported at Lincoln and Natomas. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.",Big Chico Creek overran its banks in Bidwell Park.,CSV
201701,20,1110,201701,20,1110,113002,675402,CALIFORNIA,6,2017,January,Flood,C,29,KERN,HNX,20-JAN-17 11:10:00,PST-8,20-JAN-17 11:10:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,0.0,N,BEALVILLE,0.0,E,BEALVILLE,35.27,-118.63,35.2701,-118.6249,"A nearly stationary cold low pressure system from the Pacific Northwest moved into central California and tropical moisture being fed from the Pacific with a continued  atmospheric river set-up, brought thunderstorms and heavy rainfall to the Sierra Nevada Mountains and Foothills and parts of the San Joaquin Valley over several days. Small pea-sized hail was also reported with some of the thunderstorms.",California Highway Patrol reported roadway flooding on Bealville Road near Highway 58 south of Bealville.,CSV
201701,9,1000,201701,10,1012,111564,676614,CALIFORNIA,6,2017,January,Flood,C,63,PLUMAS,STO,09-JAN-17 10:00:00,PST-8,10-JAN-17 10:12:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1.0,WNW,CANYONDAM,1.0,WNW,CANYONDAM,40.174,-121.0902,40.1732,-121.0905,"Two strong storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds.  The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers, mountain snow many feet deep, and numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression.  EF0 tornadoes were reported at Lincoln and Natomas. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.",Northbound lane of Highway 89 closed due to 8 inches of water in the roadway.,CSV
201701,9,1400,201701,10,1402,111564,676615,CALIFORNIA,6,2017,January,Flood,C,21,GLENN,STO,09-JAN-17 14:00:00,PST-8,10-JAN-17 14:02:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,Heavy Rain,,,,,,,,,13.0,ENE,AFTON,1.0,ESE,BUTTE CITY,39.4687,-121.7419,39.4671,-121.9707,"Two strong storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds.  The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers, mountain snow many feet deep, and numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression.  EF0 tornadoes were reported at Lincoln and Natomas. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.",SR162 was closed from Road Y to Midway in Butte County due to flooding.,CSV
201701,7,1117,201701,7,1117,112998,675300,CALIFORNIA,6,2017,January,Flood,C,29,KERN,HNX,07-JAN-17 11:17:00,PST-8,07-JAN-17 11:17:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,2.0,WNW,CANTIL,2.0,NNW,CANTIL,35.3107,-117.9935,35.3241,-117.986,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.",California Highway Patrol reported roadway flooding at Highway 14 and Redrock Randsburg Road near Cantil.,CSV
201701,7,1231,201701,7,1231,112998,675303,CALIFORNIA,6,2017,January,Flood,C,107,TULARE,HNX,07-JAN-17 12:31:00,PST-8,07-JAN-17 12:31:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,3.0,ENE,FOUNTAIN SPGS,3.0,ENE,FOUNTAIN SPGS,35.89,-118.86,35.8923,-118.8596,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.",California Highway Patrol reported road flooding and debris on Hot Springs Road and Road M-52 about 20 miles west of California Hot Springs.,CSV
201701,7,1329,201701,7,1329,112998,675305,CALIFORNIA,6,2017,January,Flood,C,47,MERCED,HNX,07-JAN-17 13:29:00,PST-8,07-JAN-17 13:29:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1.0,SW,CORTEZ,1.0,WSW,CORTEZ,37.4606,-120.7425,37.4663,-120.7433,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.",California Highway Patrol reported road flooding at Harding Road and Cortez Road near Cortez.,CSV
201701,7,1500,201701,7,1500,112998,675308,CALIFORNIA,6,2017,January,Flood,C,19,FRESNO,HNX,07-JAN-17 15:00:00,PST-8,07-JAN-17 15:00:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1.0,SE,RAISIN CITY,1.0,SE,RAISIN CITY,36.5893,-119.88600000000001,36.5895,-119.8912,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.",California Highway Patrol reported roadway flooding southeast of Raisin City on Dinuba Avenue near Henderson Road.,CSV
201701,12,1320,201701,12,1320,113000,675366,CALIFORNIA,6,2017,January,Flood,C,19,FRESNO,HNX,12-JAN-17 13:20:00,PST-8,12-JAN-17 13:20:00,0,0,0,0,0.00K,0.00K,Public,,,Heavy Rain,,,,,,,,,1.0,SW,TARPEY,1.0,NW,SUNNYSIDE,36.77,-119.68,36.7547,-119.6772,A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days prior and a colder low pressure system moved into central California. This created thunderstorms that produced heavy rainfall for parts of the San Joaquin Valley. Reports of road ponding/flooding was reported along with a few reports of funnel clouds.,Public report of standing water from heavy rain along Fowler Avenue and other nearby neighborhoods in Fresno.,CSV
201701,12,1354,201701,12,1354,113000,675367,CALIFORNIA,6,2017,January,Flood,C,19,FRESNO,HNX,12-JAN-17 13:54:00,PST-8,12-JAN-17 13:54:00,0,0,0,0,0.00K,0.00K,Broadcast Media,,,Heavy Rain,,,,,,,,,0.0,N,MELVIN,0.0,S,MELVIN,36.82,-119.67,36.8148,-119.6706,A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days prior and a colder low pressure system moved into central California. This created thunderstorms that produced heavy rainfall for parts of the San Joaquin Valley. Reports of road ponding/flooding was reported along with a few reports of funnel clouds.,Broadcast Media reports road flooding due to heavy rainfall near intersection of Barstow Avenue and Armstrong Avenue in Clovis.,CSV
201701,12,1400,201701,12,1400,113000,675368,CALIFORNIA,6,2017,January,Flood,C,19,FRESNO,HNX,12-JAN-17 14:00:00,PST-8,12-JAN-17 14:00:00,0,0,0,0,0.00K,0.00K,Public,,,Heavy Rain,,,,,,,,,0.0,NW,MELVIN,1.0,SW,MELVIN,36.8238,-119.6767,36.8114,-119.6799,A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days prior and a colder low pressure system moved into central California. This created thunderstorms that produced heavy rainfall for parts of the San Joaquin Valley. Reports of road ponding/flooding was reported along with a few reports of funnel clouds.,Public reported road closures due to road flooding near Armstrong Avenue and Bullard Avenue in Clovis.,CSV
201701,18,1505,201701,18,1705,113005,675422,CALIFORNIA,6,2017,January,Flood,C,97,SONOMA,MTR,18-JAN-17 15:05:00,PST-8,18-JAN-17 17:05:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,0.0,WNW,FORESTVILLE,0.0,WNW,FORESTVILLE,38.4725,-122.8877,38.4724,-122.8881,"Three storm systems swept through the region between January 18-23. The first occurred on January 18 as a cold front moved through. Heavy rain, widespread flooding, and debris flows were observed.",Greenvalley Creek flooding across all lanes of Hwy 116 at junction of Travis Rd.,CSV
201701,18,1505,201701,18,1705,113005,675423,CALIFORNIA,6,2017,January,Flood,C,97,SONOMA,MTR,18-JAN-17 15:05:00,PST-8,18-JAN-17 17:05:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,0.0,WSW,CHIQUITA,0.0,SW,CHIQUITA,38.6261,-122.8776,38.6261,-122.8772,"Three storm systems swept through the region between January 18-23. The first occurred on January 18 as a cold front moved through. Heavy rain, widespread flooding, and debris flows were observed.",Flooding at offramp of Hwy 101 and Dry Creek Rd.,CSV
201701,18,1551,201701,18,1751,113005,675424,CALIFORNIA,6,2017,January,Flood,C,97,SONOMA,MTR,18-JAN-17 15:51:00,PST-8,18-JAN-17 17:51:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1.0,WSW,SONOMA COUNTY ARPT,1.0,WSW,SONOMA COUNTY ARPT,38.5114,-122.8396,38.5108,-122.8399,"Three storm systems swept through the region between January 18-23. The first occurred on January 18 as a cold front moved through. Heavy rain, widespread flooding, and debris flows were observed.",Vehicle stuck in flood waters across Mark West Dr at Starr.,CSV
201701,18,1618,201701,18,1818,113005,675425,CALIFORNIA,6,2017,January,Flood,C,97,SONOMA,MTR,18-JAN-17 16:18:00,PST-8,18-JAN-17 18:18:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1.0,WSW,SONOMA COUNTY ARPT,1.0,WSW,SONOMA COUNTY ARPT,38.5118,-122.8415,38.5106,-122.8412,"Three storm systems swept through the region between January 18-23. The first occurred on January 18 as a cold front moved through. Heavy rain, widespread flooding, and debris flows were observed.",Mark West Station at Starr closed...3ft of moving water.,CSV
201701,18,1736,201701,18,1936,113005,675426,CALIFORNIA,6,2017,January,Flood,C,97,SONOMA,MTR,18-JAN-17 17:36:00,PST-8,18-JAN-17 19:36:00,0,0,0,0,0.00K,0.00K,Public,,,Heavy Rain,,,,,,,,,1.0,N,WINDSOR,1.0,N,WINDSOR,38.562,-122.8195,38.5617,-122.8194,"Three storm systems swept through the region between January 18-23. The first occurred on January 18 as a cold front moved through. Heavy rain, widespread flooding, and debris flows were observed.",Widespread flooded roadways at Arata and Los Amigos.,CSV
201701,18,1755,201701,18,1955,113005,675427,CALIFORNIA,6,2017,January,Flood,C,97,SONOMA,MTR,18-JAN-17 17:55:00,PST-8,18-JAN-17 19:55:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,Heavy Rain,,,,,,,,,1.0,NW,MARK WEST,1.0,NW,MARK WEST,38.5255,-122.7882,38.5259,-122.7883,"Three storm systems swept through the region between January 18-23. The first occurred on January 18 as a cold front moved through. Heavy rain, widespread flooding, and debris flows were observed.",Spotter reporting widespread standing water west side of Shilo at HWY 101. He had received 2.5 inches today.,CSV
201701,18,1930,201701,18,2130,113005,675428,CALIFORNIA,6,2017,January,Flood,C,97,SONOMA,MTR,18-JAN-17 19:30:00,PST-8,18-JAN-17 21:30:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,2.0,ENE,MOLINO,2.0,ENE,MOLINO,38.4376,-122.8075,38.4381,-122.8074,"Three storm systems swept through the region between January 18-23. The first occurred on January 18 as a cold front moved through. Heavy rain, widespread flooding, and debris flows were observed.",Willowside Rd/Hall Rd roadway is completely flooded.,CSV
201701,22,1648,201701,22,1648,113002,675420,CALIFORNIA,6,2017,January,Flood,C,19,FRESNO,HNX,22-JAN-17 16:48:00,PST-8,22-JAN-17 16:48:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1.0,S,SHAVER LAKE HGTS,1.0,NNE,OCKENDEN,37.09,-119.32,37.0899,-119.3168,"A nearly stationary cold low pressure system from the Pacific Northwest moved into central California and tropical moisture being fed from the Pacific with a continued  atmospheric river set-up, brought thunderstorms and heavy rainfall to the Sierra Nevada Mountains and Foothills and parts of the San Joaquin Valley over several days. Small pea-sized hail was also reported with some of the thunderstorms.",California Highway Patrol reported road flooding on Crest Point Lane near Ockenden Ranch Road in Ockenden.,CSV
201701,18,2005,201701,18,2205,113005,675429,CALIFORNIA,6,2017,January,Flood,C,97,SONOMA,MTR,18-JAN-17 20:05:00,PST-8,18-JAN-17 22:05:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1.0,NNW,SCHELLVILLE ARPT,1.0,NNW,SCHELLVILLE ARPT,38.2361,-122.4606,38.2366,-122.4606,"Three storm systems swept through the region between January 18-23. The first occurred on January 18 as a cold front moved through. Heavy rain, widespread flooding, and debris flows were observed.",Hwy 121 at junction of Hwy 12 closed due to flooding.,CSV
201701,10,0,201701,10,1000,111564,677421,CALIFORNIA,6,2017,January,Flood,C,33,LAKE,STO,10-JAN-17 00:00:00,PST-8,10-JAN-17 10:00:00,0,0,0,0,10.00K,0.00K,Public,,,Heavy Rain,,,,,,,,,0.0,NE,WHISPERING PINES,0.0,NE,WHISPERING PINES,38.8217,-122.6973,38.8215,-122.6972,"Two strong storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds.  The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers, mountain snow many feet deep, and numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression.  EF0 tornadoes were reported at Lincoln and Natomas. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.","A home adjacent to Boggs Forest in Cobb, Ca. was damaged by water runoff.",CSV
201701,20,1210,201701,20,1210,113002,675403,CALIFORNIA,6,2017,January,Flood,C,29,KERN,HNX,20-JAN-17 12:10:00,PST-8,20-JAN-17 12:10:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,2.0,NW,CANTIL,2.0,N,CANTIL,35.32,-117.99,35.3265,-117.9684,"A nearly stationary cold low pressure system from the Pacific Northwest moved into central California and tropical moisture being fed from the Pacific with a continued  atmospheric river set-up, brought thunderstorms and heavy rainfall to the Sierra Nevada Mountains and Foothills and parts of the San Joaquin Valley over several days. Small pea-sized hail was also reported with some of the thunderstorms.",California Highway Patrol reported Highway 14 was closed near Redrock Randsburg Road due to flooding near Cantil.,CSV
